IP地址,端口,回源端口,TLS,城市,地区,国家,城市,TCP延迟(ms),速度(MB/s)
45.194.53.62,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,378,6.63
45.194.53.62,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,306,6.59
45.194.53.62,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,379,6.56
45.194.53.62,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,241,6.54
45.194.53.62,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,287,6.52
45.194.53.62,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,236,6.51
45.194.53.62,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,371,6.5
45.194.53.62,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,313,6.47
45.194.53.62,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,337,6.44
45.194.53.62,8443,443,TRUE,Ashburn-cf,Europe,GB,Ashburn-cf,266,6.43
45.194.53.62,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,295,6.39
45.194.53.62,8443,443,TRUE,Ashburn-cf,Europe,FR,Ashburn-cf,239,6.39
45.194.53.62,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,354,6.37
45.194.53.62,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,254,6.35
45.194.53.62,8443,443,TRUE,Ashburn-cf,Europe,GB,Ashburn-cf,283,6.34
45.194.53.62,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,424,6.28
45.194.53.62,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,294,6.21
45.194.53.62,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,276,6.21
45.194.53.62,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,353,6.2
45.194.53.62,8443,443,TRUE,Ashburn-cf,Asia Pacific,SG,Ashburn-cf,116,6.19
45.194.53.62,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,373,6.06
45.194.53.62,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,225,6.02
45.194.53.62,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,334,6.02
45.194.53.62,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,327,6.02
45.194.53.62,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,327,5.81
45.194.53.62,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,357,5.8
45.194.53.62,8443,443,TRUE,Ashburn-cf,Asia Pacific,KR,Ashburn-cf,206,5.8
45.194.53.62,8443,443,TRUE,Ashburn-cf,Asia Pacific,JP,Ashburn-cf,222,5.77
45.194.53.62,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,268,5.75
45.194.53.62,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,306,5.72
102.177.176.173,8443,443,TRUE,Ashburn-cf,North America,CA,Ashburn-cf,274,5.72
45.194.53.21,8443,443,TRUE,Ashburn-cf,Asia Pacific,KR,Ashburn-cf,240,5.68
45.194.53.37,8443,443,TRUE,Ashburn-cf,Asia Pacific,KR,Ashburn-cf,132,5.67
45.194.53.156,8443,2096,TRUE,Ashburn-cf,Asia Pacific,KR,Ashburn-cf,171,5.66
45.194.53.88,8443,443,TRUE,Ashburn-cf,Asia Pacific,JP,Ashburn-cf,251,5.65
45.194.53.81,8443,443,TRUE,Ashburn-cf,Asia Pacific,KR,Ashburn-cf,149,5.65
102.177.176.181,8443,443,TRUE,Ashburn-cf,Asia Pacific,IN,Ashburn-cf,231,5.65
45.194.53.52,8443,443,TRUE,Ashburn-cf,Europe,SE,Ashburn-cf,362,5.61
45.194.53.40,8443,443,TRUE,Ashburn-cf,Asia Pacific,KR,Ashburn-cf,129,5.59
45.194.53.99,8443,443,TRUE,Ashburn-cf,Asia Pacific,KR,Ashburn-cf,310,5.58
45.194.53.12,8443,443,TRUE,Ashburn-cf,Asia Pacific,KR,Ashburn-cf,128,5.57
45.194.53.97,8443,443,TRUE,Ashburn-cf,Asia Pacific,JP,Ashburn-cf,232,5.54
45.194.53.145,8443,443,TRUE,Ashburn-cf,Asia Pacific,JP,Ashburn-cf,200,5.54
102.177.176.222,8443,2083,TRUE,Ashburn-cf,Asia Pacific,KR,Ashburn-cf,226,5.5
102.177.176.191,8443,443,TRUE,Ashburn-cf,Asia Pacific,KR,Ashburn-cf,288,5.47
45.194.53.75,8443,2087,TRUE,Ashburn-cf,North America,US,Ashburn-cf,352,5.46
45.194.53.96,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,312,5.39
45.194.53.68,8443,443,TRUE,Ashburn-cf,Asia Pacific,KR,Ashburn-cf,205,5.37
102.177.176.160,8443,443,TRUE,Ashburn-cf,Asia Pacific,JP,Ashburn-cf,212,5.35
102.177.176.108,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,252,5.32
45.194.53.70,8443,2096,TRUE,Ashburn-cf,Asia Pacific,JP,Ashburn-cf,264,10.29
45.194.53.36,8443,443,TRUE,Ashburn-cf,Asia Pacific,JP,Ashburn-cf,295,10.29
45.194.53.59,8443,443,TRUE,Ashburn-cf,Europe,SE,Ashburn-cf,306,10.29
45.194.53.124,8443,443,TRUE,Ashburn-cf,Asia Pacific,JP,Ashburn-cf,78,10.29
45.194.53.35,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,344,10.29
45.194.53.133,8443,443,TRUE,Ashburn-cf,Asia Pacific,JP,Ashburn-cf,231,10.29
45.194.53.61,8443,443,TRUE,Ashburn-cf,Asia Pacific,JP,Ashburn-cf,187,10.29
45.194.53.91,8443,443,TRUE,Ashburn-cf,Europe,IT,Ashburn-cf,171,10.29
102.177.176.209,8443,443,TRUE,Ashburn-cf,Asia Pacific,KR,Ashburn-cf,242,10.29
102.177.176.220,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,251,10.29
102.177.176.121,8443,443,TRUE,Ashburn-cf,Europe,NL,Ashburn-cf,263,10.29
102.177.176.118,8443,443,TRUE,Ashburn-cf,Europe,FR,Ashburn-cf,267,10.29
45.194.53.19,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,331,10.29
45.194.53.9,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,408,10.29
102.177.176.93,8443,443,TRUE,Ashburn-cf,Asia Pacific,SG,Ashburn-cf,136,10.29
45.194.53.16,8443,2083,TRUE,Ashburn-cf,North America,US,Ashburn-cf,231,10.29
102.177.176.234,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,403,10.29
45.194.53.28,8443,443,TRUE,Ashburn-cf,Europe,CH,Ashburn-cf,320,10.29
45.194.53.76,8443,443,TRUE,Ashburn-cf,Europe,IT,Ashburn-cf,302,10.29
86.38.214.19,8443,443,TRUE,Ashburn-cf,Europe,NL,Ashburn-cf,292,10.29
102.177.176.153,8443,443,TRUE,Ashburn-cf,Asia Pacific,KR,Ashburn-cf,292,10.29
45.194.53.39,8443,443,TRUE,Ashburn-cf,Europe,NL,Ashburn-cf,342,10.29
102.177.176.224,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,216,10.29
45.194.53.184,8443,443,TRUE,Ashburn-cf,Asia Pacific,KR,Ashburn-cf,242,10.29
102.177.176.207,8443,443,TRUE,Ashburn-cf,Asia Pacific,JP,Ashburn-cf,102,10.29
102.177.176.239,8443,443,TRUE,Ashburn-cf,Asia Pacific,SG,Ashburn-cf,126,10.29
45.194.53.107,8443,443,TRUE,Ashburn-cf,Europe,NL,Ashburn-cf,292,10.29
102.177.176.232,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,189,10.29
86.38.214.0,8443,2053,TRUE,Ashburn-cf,North America,US,Ashburn-cf,482,10.29
102.177.176.128,8443,8443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,177,10.29
102.177.176.157,8443,443,TRUE,Ashburn-cf,Asia Pacific,KR,Ashburn-cf,148,10.29
102.177.176.253,8443,8443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,356,10.29
45.194.53.27,8443,443,TRUE,Ashburn-cf,Europe,GB,Ashburn-cf,268,10.29
45.194.53.44,8443,443,TRUE,Ashburn-cf,Europe,NL,Ashburn-cf,338,10.29
86.38.214.29,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,219,10.29
102.177.176.141,8443,2096,TRUE,Ashburn-cf,North America,US,Ashburn-cf,376,10.29
86.38.214.17,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,264,10.29
86.38.214.40,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,209,10.29
86.38.214.30,8443,443,TRUE,Ashburn-cf,Europe,NL,Ashburn-cf,335,10.29
86.38.214.15,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,167,10.29
86.38.214.32,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,428,10.29
45.194.53.245,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,407,10.29
86.38.214.16,8443,443,TRUE,Ashburn-cf,Asia Pacific,JP,Ashburn-cf,264,10.29
45.194.53.232,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,227,10.29
86.38.214.31,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,244,10.29
86.38.214.42,8443,443,TRUE,Ashburn-cf,Europe,FR,Ashburn-cf,336,10.29
86.38.214.20,8443,443,TRUE,Ashburn-cf,North America,CA,Ashburn-cf,222,10.29
198.71.233.3,8443,443,TRUE,Ashburn-cf,Europe,IT,Ashburn-cf,218,10.29
198.71.233.34,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,253,10.29
198.71.233.27,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,340,10.29
198.71.233.50,8443,443,TRUE,Ashburn-cf,North America,CA,Ashburn-cf,334,10.29
198.71.233.0,8443,443,TRUE,Ashburn-cf,Europe,IT,Ashburn-cf,295,10.29
198.71.233.55,8443,443,TRUE,Ashburn-cf,Europe,FR,Ashburn-cf,247,10.29
198.71.233.7,8443,443,TRUE,Ashburn-cf,Asia Pacific,JP,Ashburn-cf,238,10.29
198.71.233.2,8443,443,TRUE,Ashburn-cf,Europe,SE,Ashburn-cf,274,10.29
198.71.233.24,8443,443,TRUE,Ashburn-cf,North America,CA,Ashburn-cf,272,10.29
198.71.233.1,8443,443,TRUE,Ashburn-cf,Europe,FR,Ashburn-cf,288,10.29
198.71.233.37,8443,443,TRUE,Ashburn-cf,Europe,IT,Ashburn-cf,341,10.29
198.71.233.22,8443,443,TRUE,Ashburn-cf,Middle East,IL,Ashburn-cf,428,10.29
198.71.233.47,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,340,10.29
198.71.233.47,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,390,10.29
86.38.214.117,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,277,10.29
86.38.214.89,8443,443,TRUE,Ashburn-cf,Europe,NL,Ashburn-cf,414,10.29
86.38.214.85,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,418,10.29
86.38.214.118,8443,443,TRUE,Ashburn-cf,South America,BR,Ashburn-cf,356,10.29
86.38.214.131,8443,443,TRUE,Ashburn-cf,Europe,FR,Ashburn-cf,463,10.29
86.38.214.81,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,261,10.29
86.38.214.103,8443,443,TRUE,Ashburn-cf,Europe,NL,Ashburn-cf,315,10.29
86.38.214.78,8443,443,TRUE,Ashburn-cf,Europe,FR,Ashburn-cf,228,10.29
102.177.176.129,8443,443,TRUE,Ashburn-cf,Europe,NL,Ashburn-cf,322,10.29
102.177.176.156,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,160,10.29
102.177.176.184,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,405,10.29
102.177.176.161,8443,443,TRUE,Ashburn-cf,South America,BR,Ashburn-cf,375,10.29
102.177.176.175,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,183,10.29
102.177.176.165,8443,443,TRUE,Ashburn-cf,Europe,NL,Ashburn-cf,281,10.29
102.177.176.250,8443,443,TRUE,Ashburn-cf,South America,AR,Ashburn-cf,409,10.29
102.177.176.131,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,190,10.29
102.177.176.86,8443,443,TRUE,Ashburn-cf,Middle East,AE,Ashburn-cf,190,10.29
102.177.176.140,8443,443,TRUE,Ashburn-cf,Asia Pacific,KR,Ashburn-cf,229,10.29
102.177.176.149,8443,443,TRUE,Ashburn-cf,Oceania,AU,Ashburn-cf,284,10.29
102.177.176.130,8443,443,TRUE,Ashburn-cf,South America,BR,Ashburn-cf,503,10.29
102.177.176.76,8443,443,TRUE,Ashburn-cf,Asia Pacific,KR,Ashburn-cf,99,10.29
102.177.176.196,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,355,10.29
102.177.176.152,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,274,10.29
102.177.176.199,8443,443,TRUE,Ashburn-cf,Asia Pacific,KR,Ashburn-cf,192,10.29
102.177.176.122,8443,443,TRUE,Ashburn-cf,Europe,FR,Ashburn-cf,323,10.29
102.177.176.143,8443,443,TRUE,Ashburn-cf,South America,BR,Ashburn-cf,347,10.29
102.177.176.201,8443,443,TRUE,Ashburn-cf,Europe,NL,Ashburn-cf,254,10.29
102.177.176.176,8443,443,TRUE,Ashburn-cf,Europe,FR,Ashburn-cf,306,10.29
102.177.176.84,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,357,10.29
102.177.176.212,8443,443,TRUE,Ashburn-cf,South America,BR,Ashburn-cf,388,10.29
102.177.176.71,8443,443,TRUE,Ashburn-cf,Europe,FR,Ashburn-cf,201,10.29
102.177.176.113,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,260,10.29
102.177.176.132,8443,443,TRUE,Ashburn-cf,Europe,DE,Ashburn-cf,309,10.29
102.177.176.247,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,399,10.29
102.177.176.188,8443,8443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,249,10.29
102.177.176.190,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,399,10.29
102.177.176.104,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,399,10.29
102.177.176.67,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,399,10.29
102.177.176.237,8443,443,TRUE,Ashburn-cf,North America,US,Ashburn-cf,399,10.29
